instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,1627.0,6.0,0.3701418877236274,True,True
dkg813,813,3217.0,18.0,0.5626758361988121,True,True
gr666,666,294895.0,537.0,0.18243091745425638,True,True
lim963,963,2819.0,30.0,1.0756543564001435,True,False
pa561,561,2763.0,0.0,0.0,True,True
pbk411,411,1356.0,13.0,0.967982129560685,True,False
pbl395,395,1294.0,13.0,1.014832162373146,True,False
pbm436,436,1461.0,18.0,1.2474012474012475,True,False
pbn423,423,1376.0,11.0,0.805860805860806,True,False
pcb442,442,50778.0,0.0,0.0,True,True
pka379,379,1555.0,222.0,16.65416354088522,True,False
rbu737,737,3328.0,14.0,0.4224502112251056,True,True
rbx711,711,3131.0,14.0,0.44914982354828364,True,True
xql662,662,2523.0,10.0,0.39793076004775174,True,True
