instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,9529.0,7908.0,487.8470080197409,True,False
dkg813,813,28064.0,24863.0,776.7260231177758,True,False
gr666,666,1900934.0,1606576.0,545.7898205586395,True,False
lim963,963,26682.0,23893.0,856.6869845822876,True,False
pa561,561,15390.0,12627.0,457.00325732899023,True,False
pbk411,411,8254.0,6911.0,514.5941921072226,True,False
pbl395,395,7399.0,6118.0,477.5956284153006,True,False
pbm436,436,8722.0,7279.0,504.43520443520447,True,False
pbn423,423,7912.0,6547.0,479.6336996336996,True,False
pcb442,442,292673.0,241895.0,476.3775650872425,True,False
pka379,379,9098.0,7765.0,582.5206301575394,True,False
rbu737,737,26717.0,23403.0,706.185878092939,True,False
rbx711,711,23783.0,20666.0,663.0093038177736,True,False
xql662,662,19104.0,16591.0,660.2069239952249,True,False
