instance,n,cost,gap_abs,gap_rel_percent,tour_found,success
bcl380,380,7773.0,6152.0,379.5188155459593,True,False
dkg813,813,23474.0,20275.0,633.7918099406064,True,False
gr666,666,1692937.0,1398579.0,475.1285849204031,True,False
lim963,963,22815.0,20026.0,718.035138042309,True,False
pa561,561,13974.0,11211.0,405.7546145494028,True,False
pbk411,411,6935.0,5592.0,416.3812360387193,True,False
pbl395,395,6366.0,5085.0,396.95550351288057,True,False
pbm436,436,7598.0,6155.0,426.54192654192656,True,False
pbn423,423,7176.0,5811.0,425.7142857142857,True,False
pcb442,442,246425.0,195647.0,385.2987514277837,True,False
pka379,379,6543.0,5211.0,391.21621621621625,True,False
rbu737,737,22082.0,18768.0,566.3246831623416,True,False
rbx711,711,20251.0,17136.0,550.1123595505618,True,False
xql662,662,16247.0,13734.0,546.5181058495822,True,False
